category,axis,scoreType,majorCategory,majorCategoryOrder,minorCategory,minorCategoryOrder,title,description,weight,displayOrder,evidenceRequired,isActive
IT_SKILL,SELF_GROWTH,LEVEL_2,必達: 運用保守,50,安全対応,20,運用中のシステムに対して 影響を意識しながら安全に対応できる,本番運用の慎重さを持って行動できるかを見る,12,220,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,必達: 運用保守,50,継続改善,30,日々の運用の中から課題に気づき 改善提案ができる,ルーチン作業から改善機会を見つけられるかを見る,8,230,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,必達: 課題解決,60,原因整理,10,起きている問題を整理し 何が原因かを切り分けて考えられる,現象と原因を分けて考えられるかを見る,12,240,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,必達: 課題解決,60,対応案比較,20,複数の対応案を比較し 妥当な方法を選んで進められる,思いつきではなく比較検討して判断できるかを見る,10,250,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,必達: 対話推進,70,報連相,10,必要な報告 連絡 相談を適切なタイミングで行っている,相談が遅れず 周囲が動きやすい情報共有ができるかを見る,8,260,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,必達: 対話推進,70,認識合わせ,20,相手との認識差があるときに確認し すり合わせを行える,思い込みで進めず 確認を通じて前進できるかを見る,8,270,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,必達: 自己成長,80,振り返り,10,自分の課題を振り返り 次に改善する行動を決めている,経験を次の成長に結びつけられるかを見る,6,280,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,必達: 自己成長,80,主体性,20,指示待ちではなく 次に必要な行動を考えて動ける,自分で状況を見て必要な一歩を踏み出せるかを見る,8,290,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,必達: 自己成長,80,学習継続,30,必要な知識や技術を継続して学び 業務へ活かしている,学んで終わりではなく 実務に反映できているかを見る,8,300,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 技術課題解決,90,高難度分析,10,難度の高い技術課題を構造的に整理し 解決へ導ける,複雑な課題でも整理して突破口を作れるかを見る,20,310,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 技術課題解決,90,根本原因,20,表面的な対応で終わらず 根本原因を捉えて改善できる,一時対応ではなく 継続的に良くする視点を持てるかを見る,20,320,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 技術課題解決,90,全体最適,30,局所最適でなく 全体影響を踏まえた判断ができる,システム全体や運用影響まで見て判断できるかを見る,15,330,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 技術選定,100,選定判断,10,技術選択の利点と注意点を整理し 妥当な選択肢を示せる,技術判断を根拠付きで行えるかを見る,15,340,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 技術選定,100,標準適用,20,新しい技術や手法を 現場で使える形に落とし込める,新規性だけでなく実務適用まで考えられるかを見る,12,350,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 技術選定,100,制約判断,30,コスト 品質 納期を踏まえて技術判断ができる,技術観点だけでなく事業観点も持てるかを見る,12,360,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 設計高度化,110,アーキ設計,10,複数機能やシステム全体を見た設計方針を示せる,個別最適でなく全体設計を考えられるかを見る,18,370,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 設計高度化,110,拡張設計,20,将来の追加要件を見据えた設計にできる,長期的な拡張を見越した構造にできるかを見る,16,380,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 設計高度化,110,標準設計,30,他者が使いやすい設計の型や指針を整えられる,チーム全体で使える設計知見にできるかを見る,12,390,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 品質改善,120,品質分析,10,不具合傾向や品質課題を分析し 改善ポイントを示せる,品質を感覚でなく分析で捉えられるかを見る,12,400,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 品質改善,120,仕組み化,20,品質向上につながる確認手順や仕組みを整えられる,個人努力を仕組みに変えられるかを見る,12,410,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 品質改善,120,再発抑止,30,再発防止策を継続運用できる形で定着させられる,改善策を定着させて継続成果へつなげられるかを見る,10,420,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 技術標準化,130,再利用化,10,再利用しやすい部品や考え方を整理し 共通化できる,個人の工夫をチーム資産に変えられるかを見る,14,430,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 技術標準化,130,ドキュメント化,20,属人化しやすい知見を文書化し 他者が使える状態にできる,知見を共有可能な形で残せるかを見る,12,440,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 技術標準化,130,運用定着,30,決めた標準やルールをチームに定着させられる,作るだけでなく使われる状態まで持っていけるかを見る,10,450,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 技術指導,140,レビュー指導,10,レビューを通じて他者が理解しやすい指導ができる,指摘だけでなく成長につながる伝え方ができるかを見る,12,460,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 技術指導,140,育成伴走,20,相手の理解度に応じて 技術面の伴走支援ができる,一方的でなく相手に合わせた育成ができるかを見る,12,470,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 技術指導,140,知見共有,30,周囲が理解しやすい形で技術知見を共有できる,自分だけで完結せず技術を周囲へ広げられるかを見る,10,480,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 開発推進,150,リスク先回り,10,技術面のリスクを早めに捉え 対策につなげられる,問題が起こる前に手を打てるかを見る,12,490,false,true
IT_SKILL,SELF_GROWTH,LEVEL_2,上位: 開発推進,150,改善主導,20,現場の開発効率や品質を上げる改善を自ら主導できる,周囲を巻き込んで改善を前進させられるかを見る,15,500,false,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,基本: 対話,10,情報整理,10,相手に合わせて情報を整理し 分かりやすく伝えている,相手が理解しやすい形で伝達できているかを見る,1,510,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,基本: 対話,10,報連相,20,必要な報告 連絡 相談を継続して行っている,必要な情報共有が遅れず継続して行われているかを見る,1,520,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,基本: 対話,10,認識調整,30,認識差があるときに確認し すり合わせを行っている,誤解を放置せず前向きに調整できているかを見る,1,530,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,基本: 対話,10,関係構築,40,関係者と円滑に仕事を進めるための対話を行っている,協力関係を意識したコミュニケーションができているかを見る,1,540,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,基本: 推進連携,20,協力推進,10,周囲と役割分担しながら仕事を前に進めている,個人作業に閉じず 連携して成果を出せているかを見る,1,550,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,基本: 推進連携,20,巻き込み,20,必要な人へ働きかけ 仕事が止まらないようにしている,受け身でなく 必要な調整を自ら行えているかを見る,1,560,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,基本: 推進連携,20,支援行動,30,自分の役割外でも必要に応じて周囲を支援している,チーム全体の成果を意識した支援ができているかを見る,1,570,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,基本: 推進連携,20,全体視点,40,自分の担当だけでなく チーム全体の進行を意識している,全体最適の視点を持って行動できているかを見る,1,580,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,基本: ナレッジ共有,30,知見共有,10,自分の知見や学びを周囲へ共有している,個人の学びを周囲へ展開できているかを見る,1,590,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,基本: ナレッジ共有,30,改善展開,20,良いやり方や改善事例を継続して展開している,改善を一度きりで終わらせず広げられているかを見る,1,600,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,基本: ナレッジ共有,30,再利用促進,30,周囲が使いやすい形で情報を残している,他者が再利用できる状態まで整えられているかを見る,1,610,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,基本: ナレッジ共有,30,共通知化,40,個人の知識をチームの知識へ変える行動をしている,属人化を減らし 共通資産化できているかを見る,1,620,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,基本: 育成支援,40,後輩支援,10,後輩やメンバーへの助言 支援を継続して行っている,他者の成長を支える行動が継続しているかを見る,2,630,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,基本: 育成支援,40,理解支援,20,相手の理解度に応じた説明やフォローを行っている,相手に合わせた支援ができているかを見る,2,640,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,基本: 育成支援,40,成長後押し,30,相手が自走できるように成長支援を行っている,依存でなく自立につながる支援ができているかを見る,2,650,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,基本: 育成支援,40,レビュー伴走,40,レビューや伴走を通じて他者の成長につなげている,日常業務の中で育成機会を作れているかを見る,2,660,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,上位: 顧客拡張,50,関係深化,10,顧客との関係を深める働きかけを継続して行っている,信頼関係を強める行動が継続しているかを見る,3,670,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,上位: 顧客拡張,50,追加相談創出,20,追加提案や相談機会につながる行動を行っている,既存関係から新たな機会を生み出せているかを見る,3,680,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,上位: 顧客拡張,50,周辺案件展開,30,周辺プロジェクトや別領域への参画機会を広げている,担当範囲を超えて展開機会をつくれているかを見る,3,690,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,上位: 人材拡張,60,自社員増員,10,自社員の増員や配置拡大につながる働きかけを行っている,会社としての配置拡大に寄与しているかを見る,3,700,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,上位: 人材拡張,60,配置提案,20,顧客や現場に対して適切な人材配置の提案を行っている,必要人材を見立てて提案できているかを見る,3,710,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,上位: 人材拡張,60,受入基盤整備,30,新しく入る人が動きやすい受入環境づくりを進めている,増員後に成果が出る土台まで考えられているかを見る,2,720,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,上位: パートナー連携,70,関係強化,10,パートナーとの信頼関係を強める行動を継続して行っている,継続的な関係強化ができているかを見る,2,730,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,上位: パートナー連携,70,協業推進,20,パートナーと協力し 安定した推進体制づくりを行っている,協業を単発でなく運営できているかを見る,2,740,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,上位: パートナー連携,70,情報連携,30,必要な情報共有を行い 協業が進みやすい状態をつくっている,関係者間の連携基盤を整えられているかを見る,2,750,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,上位: 新規取引先開拓,80,接点創出,10,新規取引先や新しい接点づくりにつながる行動を行っている,新規機会の入口を作れているかを見る,3,760,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,上位: 採用,90,採用協力,10,採用活動へ継続的に協力している,採用を組織課題として支える行動があるかを見る,3,770,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,上位: 採用,90,魅力訴求,20,候補者へ会社の魅力を伝える働きかけを行っている,会社の魅力を言語化し伝えられているかを見る,3,780,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,上位: 教育,100,教育実践,10,教育機会をつくり 他者の成長支援を継続して行っている,教育を単発でなく継続運用できているかを見る,3,790,true,true
BUSINESS_SKILL,SYNERGY,CONTINUOUS_DONE,上位: 組織づくり,110,仕組み化,10,属人化解消や仕組み化を進め 組織全体の生産性向上につなげている,組織全体へ波及する改善を作れているかを見る,3,800,true,true
